51950
330652 947435 970316
106 133 453
19 133 55
272 199 154
21 101 87
183093 209097 209121
229 194 196
358 304 219
234 626 191
192 266 59
312 559 401
377563 82426 584214
311 60 103
164 507 309
16 80 46
28 58 56
26 225 199
598391 812672 965689
160 19 53
554549 1334954 2144083
29 44 195
403 266 401
559 230 310
107 267 353
199 499 221
232 81 195
455 359 275
45 86 97
229 132 45
761606 761675 620375
353 309 308
130 162 227
274 390 571
80 83 103
986579 3003637 1519369
105 60 50
193081 406850 999300
81 61 103
100 224 199
680494 32841 681019
305 501 500
3 45 84
304 500 459
350 309 354
102 156 223
84 57 137
772245 2277868 2409870
127767 367296 408084
20 21 86
44 19 59
108 506 308
202 221 298
396 153 220
351 107 163
104 269 306
195 56 136
475274 475253 441922
231020 160382 34343
351 402 355
56 225 198
626 403 310
62 83 197
303 394 364
84 138 140
265 266 229
104348 302890 629982
128 232 561
157 223 364
273 395 458
157 137 220
157 219 460
43 9 61
456986 730329 354907
302 276 497
79 130 161
201 277 390
83 197 157
397 500 273
43 131 134
329792 329711 226784
62 29 59
500 300 391
457 274 392
500 499 276
357 101 220
309 159 84
795710 204267 194011
43 161 134
509 350 508
230 268 355
397 155 152
159 197 154
3 44 25
924066 437561 873806
231 309 268
63 310 134
667756 384038 587686
501612 108750 218965
350 449 231
158 85 272
126462 65167 65085
58 157 221
42 130 226
24 55 156
104 55 198
265 82 269
947154 3747279 2428407
269310 994451 328215
28 48 57
135 157 303
238282 680620 292054
60 101 136
507 506 229
131014 258841 301248
8 25 97
456 137 395
29 56 198
310 132 134
674200 629889 899384
509 164 131
497 460 461
509 162 562
495015 272333 662916
197 305 361
134 58 136
45 195 196
844046 597514 805344
460 496 572
271 455 222
190 164 265
105 44 133
41 354 308
197 458 393
272 457 459
58 226 157
509 163 507
318775 835976 929471
457 459 460
435755 891092 298883
225 397 138
524729 22468 392838
404 403 451
3623 3924 3625
226 88 273
1405 112052 70378
396 279 298
63 106 267
41 106 230
130 43 160
583430 317330 583593
86 272 137
133859 139286 133853
131 196 135
931996 112019 546649
622454 1087345 1087552
353 194 354
771512 695722 887528
312 231 452
81 131 47
5 59 156
31 163 195
201 569 391
59 46 302
312 351 107
783483 650251 347955
157 97 153
155 395 498
103 46 58
226 100 201
196 101 140
85 393 278
872938 9982 5220
158 226 198
894755 816819 318686
59 102 56
190 264 231
106 83 195
130 28 227
298057 223344 523577
135 201 393
102 57 135
338521 698032 343684
83 133 269
198 220 361
190 310 268
616 300 570
591057 314 502737
441079 512702 385952
224 300 497
311 230 229
32886 105619 144261
161 308 269
46 49 86
154 395 275
951774 838172 779673
200904 98135 200793
137 138 151
778204 43305 866752
568 297 462
395 361 299
83 6 55
272 277 390
557 405 310
85 224 155
272218 272242 303766
264 312 266
403 62 309
135 304 202
157 359 201
303 458 364
17 29 20
158 57 99
27 58 225
266 162 61
875223 327374 281514
499 301 361
193 59 135
310 194 269
164 162 269
271 86 272
458 497 462
104 45 47
353 229 268
497658 1832667 2940406
292293 562707 398729
979583 772226 817230
234 405 623
395 498 390
79 266 81
405 351 104
5 58 50
303 153 151
27 134 135
411658 845814 148268
162 229 159
163 130 266
199 273 302
305 198 278
832950 694319 440266
496999 256672 497161
358 220 496
232 404 399
351 308 159
62 194 268
100 221 392
351 162 160
46404 315649 383704
159 225 88
46 196 102
104 134 86
227 136 138
567 462 494
994509 887758 180725
677654 389894 788695
309 104 307
623 561 401
162552 291968 292080
58 57 87
86 138 200
223 394 203
896235 3590142 1819181
448323 859624 448112
265 60 270
304 396 462
25 135 56
131 194 46
100 98 139
129 193 229
358 304 277
569 277 494
306 304 222
449 193 268
78 448 163
710918 465128 26038
358146 358204 278193
630055 539113 832157
357983 757250 686291
225 360 202
83 49 199
273 302 300
397 301 204
404 82 268
269 57 98
136 303 276
83 133 199
19 270 96
191 163 105
43 193 46
509 192 353
59 156 304
3 17 196
374992 1151879 1934300
234 162 621
158 202 302
295259 804019 328547
583439 443301 585043
229 308 227
264 192 353
271 136 360
7 56 87
79 267 228
633360 632838 2059203
312 267 61
228 226 48
103 58 102
104 103 223
199 276 277
360 300 365
222 361 611
161 47 55
25997 6893 26061
105 161 21
160 135 89
398 394 276
101 273 302
133 197 88
137 98 138
947073 502221 160600
357 136 202
196 136 156
199 152 202
164 81 355
48 49 55
133 157 99
397 396 460
730929 640821 730884
489703 531691 531715
130 82 271
160 25 155
557 163 560
368568 368501 473761
304 201 570
303 140 274
472711 543470 743657
192 162 451
3 83 87
227 197 225
309 59 227
195 98 155
698338 537415 63602
999716 371319 933662
59 58 135
218610 752578 1512231
227 226 137
101 156 219
994061 1257110 2004842
48 87 198
130 194 270
82 57 86
42 62 58
158 395 221
82332 793711 563905
80 62 85
196829 154047 53432
157 358 298
101 274 299
50 136 137
133 155 97
108 352 307
273 219 278
82 5 50
272 460 462
62 9 160
442369 798819 275972
83 59 158
232 560 506
359 615 393
57 88 155
43 133 56
84 156 360
156 567 221
62 43 229
499 302 363
915636 806556 806604
396 200 303
312 192 402
838974 823706 290204
402 451 132
349 190 505
42 105 134
193 229 268
312 449 309
60 27 159
153 360 393
200 223 459
66106 541073 596219
250014 333293 333356
227 304 139
28 26 48
63 231 160
154 219 278
305 98 276
229 195 159
311 162 230
678424 678670 272893
223 394 461
277467 830089 90196
138 155 275
199 275 394
61 27 49
507863 470166 507841
86 201 222
567 394 390
58 306 271
160 195 56
134 136 155
196 47 57
782653 481183 481027
44 133 226
304 497 299
403 267 229
80 30 197
395 499 274
566 200 278
45 226 224
104 47 88
352 310 43
159 155 199
234 448 622
42 230 159
19 46 58
45 58 135
81 193 195
271 358 98
929756 790222 948978
63 130 59
103674 103632 73161
696314 304326 304095
198 154 200
410125 1227612 410506
81 193 159
195 196 198
334610 406106 406058
218327 865126 946072
967257 791460 837552
159 136 156
230 105 20
130 194 399
190 231 228
42 81 133
8 160 136
637087 543500 637136
61 269 27
403 402 161
980940 233015 440138
303307 925180 1548662
19 199 140
159 139 96
60 195 136
30 159 47
8 84 85
101 272 99
20 46 100
3 43 105
45 83 199
915719 203189 218825
350 164 451
556453 418033 919192
784665 869155 36844
313 561 268
135 305 139
894552 445454 519080
225069 267539 267504
28 26 86
62269 62162 144156
45 57 100
426046 900279 765248
102 135 138
284138 531326 636071
393 278 496
158 55 54
56 101 99
698722 1611511 1574059
401 268 83
897579 414390 737213
57 87 100
26 85 135
47 138 201
686356 263152 959330
45 85 101
162 45 57
457 278 298
313 264 193
8 85 156
464334 869797 998087
192 266 506
122810 84638 122761
395 360 277
130 192 82
138 155 152
523908 1185617 524206
102 85 358
244625 848981 1997750
102 136 199
230 59 103
55 273 97
156 396 393
70925 34394 49747
231 132 504
48 198 54
227 102 198
274 568 495
192 28 83
350 266 451
427340 454043 1370977
198 273 200
20 159 198
166 234 402
950095 807762 950032
81 195 57
101 394 276
184094 185160 185161
448 310 105
306 271 225
199 223 222
609535 839817 839706
613919 302720 85751
266 43 229
164 192 83
358 360 460
165 404 311
198 224 277
59 159 86
480334 743915 2117127
42 131 194
59 85 101
161 229 26
305173 266179 858415
19 136 89
144358 20658 99835
9 134 101
448 162 267
102 101 136
567 223 615
31 192 307
27 272 140
277 362 278
410667 255314 166612
448 193 505
199 393 392
104 135 100
274 300 297
346135 636689 804160
509 191 561
58 85 100
229 160 355
136 139 274
558 451 309
452947 544237 748312
47 57 197
60 25 156
79 82 195
154763 628875 692749
301 462 572
672853 463476 672966
102 199 301
134 98 97
893299 667581 730286
19 197 223
136 304 396
449 266 104
3211 458578 497363
688744 153483 244736
131 161 55
85 198 89
62 268 196
819261 59147 530594
405 265 450
66851 132426 101742
61 8 133
197 88 274
191 131 160
156 458 218
962041 3088794 962675
305 358 223
449749 572479 803224
154 219 300
397 457 360
221 302 277
26 56 138
104 133 59
154118 154208 79733
510 625 558
164 192 104
16 42 84
179828 570065 191745
559 311 192
46 58 198
129 266 451
193 160 227
314 404 508
394761 460180 792270
106 133 195
27 159 101
501514 26540 271550
4 45 49
451 161 401
50554 32003 50591
192 44 26
232 230 452
156 304 298
59 102 221
133 46 25
107 310 308
45 227 84
673880 1056778 1056947
312 351 162
19 159 88
57 200 223
275826 275829 270744
80 451 355
210928 991543 40570
40194 542669 452672
43 9 55
574709 574649 468659
75748 822914 683514
586501 478208 927834
414725 292454 59879
159 304 154
63 59 227
398 223 303
135 201 221
107 162 452
750300 462336 462488
163 192 193
42 195 196
83 133 159
460061 262408 940441
447 404 354
558 404 230
265179 203821 83847
81 132 136
106 26 58
351 403 561
109 405 450
152931 54555 25214
159 196 101
28 26 135
28 60 133
27 134 202
61 44 158
104 102 136
224 273 391
190 164 450
8 133 138
193 229 228
403 106 159
507 267 229
228868 229011 91506
41 63 194
346815 346810 341047
60 159 57
80 230 133
229 160 197
956436 2809221 2678811
508 351 162
156 222 394
88032 158820 349632
133 157 138
264 129 452
312 404 351
350 265 311
134 57 97
161 194 562
193 267 57
199 457 395
263 449 401
18 56 50
227 136 273
83 227 89
224 567 300
331483 871640 1123739
115116 541805 411861
164 352 161
419571 342392 991164
350 129 561
184254 161993 62709
298 391 461
163 403 561
26 88 153
311 132 452
229 268 27
130 162 354
457 571 572
305 139 153
160 21 198
46 100 140
16615 127024 403138
197 154 360
273 497 297
397 137 156
17 131 194
353 229 132
225 138 301
82 226 271
198 358 199
103 98 200
102 50 54
131 193 60
161 18 137
263 508 231
85 274 360
55 156 139
397 156 222
965187 1711737 1780537
102 276 362
59623 13380 22171
8 60 84
457 276 300
454631 454857 158006
26 25 56
304 199 569
57 359 151
312 162 452
83 134 98
275 276 300
357 198 99
189 233 267
105 161 85
190 265 161
31 193 28
137 300 218
636019 969921 235678
365 571 389
600827 853740 212172
198 456 462
29 158 85
567146 287644 655942
190 107 192
64 232 131
772508 214218 772847
273 201 360
393 278 299
231 309 228
128 231 560
9 105 44
231 192 196
73681 594972 33626
130 161 45
624 311 507
195 156 201
101 136 358
60 46 84
4864 967318 143742
61 44 225
669762 81822 969777
580666 83244 339472
313 559 163
528156 366510 366411
196 197 222
199 200 394
451 229 504
193 194 226
458 570 389
820088 135354 430977
313 161 228
27 196 221
976695 976586 732437
7614 16607 16641
196 101 225
27 159 48
604840 626261 148383
163 507 354
82 20 85
521235 539060 539070
313 163 229
197 86 223
350 230 160
105 132 228
84 134 156
180962 182005 182004
233 130 401
193 27 227
43 105 58
61 228 158
161 46 54
136 221 497
130 451 401
559 266 229
131 49 100
500 614 389
109 403 504
223 301 461
474821 1024865 567699
271 275 220
550150 278910 582325
8 135 136
267 160 84
62 131 104
1 19 85
43 131 58
107 81 44
824579 724632 911439
43 8 104
107 403 162
156 616 389
128 190 449
17 9 87
231 29 226
86 272 153
105 194 158
134 197 101
537602 1075142 537354
557 405 192
99 98 155
263 232 162
904016 739527 141175
145684 169538 333604
479876 732937 171592
103 157 137
174731 285630 626894
222 613 494
457 301 461
567 222 362
303 366 463
312 80 401
163 80 103
794671 813781 665882
265 132 354
509 625 164
26 47 55
358 500 457
985378 495182 669301
271 199 201
263 312 266
31 194 59
83 27 136
270 158 153
194 134 48
394 461 365
135 459 362
107 163 160
198 199 220
233 192 310
509 350 162
232 79 194
157 100 360
376120 441829 376078
195 25 98
158 224 154
134 224 98
230 81 225
136 220 277
500 457 364
396 152 276
265 194 195
558 402 505
304 567 364
154 360 458
165 164 105
314 265 451
60 46 99
85 138 140
8 46 87
461194 441771 80170
80 353 452
131 161 44
893731 104134 583188
311 450 400
86 55 136
161 82 26
349 506 354
404 105 104
26 22 56
290934 484662 484534
222 459 461
814057 246270 861025
129 80 105
675780 729203 492523
404 192 309
457 499 459
103 58 85
133 226 101
498 276 278
352 309 269
487138 473422 487129
357 202 221
44 27 46
568 365 495
197 88 97
58 198 358
47 101 199
473931 267503 995228
558 267 229
954000 483293 402286
239478 282787 392526
136 362 278
309 400 355
127 190 268
161 8 21
271 273 153
17574 31696 31733
567 303 391
7 24 137
380484 470738 902316
83 134 196
62 106 228
157 223 277
4 24 137
82 102 49
847393 470417 847584
394 392 495
264 505 194
163 506 353
224 365 462
1 28 157
164 232 266
194 27 135
128 265 132
130 160 228
103 84 198
615972 448545 556379
103 227 273
81 105 161
406 625 312
45 58 100
471297 471645 67791
129667 118790 150069
101417 96508 101410
8 45 48
40600 40655 17868
624409 68328 812532
194 25 86
156 569 613
434279 1092379 1530499
531962 13835 658164
272 358 393
394062 24923 51094
194 57 101
58 101 157
135 136 154
273 303 389
228 102 135
542518 406742 930951
134 155 139
192 104 46
145935 779674 409045
44 134 85
54 97 223
259250 34076 592494
17 131 48
270 136 202
197 198 138
103 22 58
4 21 137
305 100 457
615 461 462
240957 307491 240905
406 349 560
79 42 268
226 87 155
101 137 300
62 353 269
848143 763137 431891
130 310 268
81 104 102
226 200 220
348388 223348 348292
105 161 24
128 350 310
99 273 140
108 191 61
106 58 86
42 266 132
258571 145425 75298
18 196 24
28 20 48
195 24 138
276 392 365
261587 441506 641394
404 402 452
271 198 276
4 18 159
84 306 359
86 272 137
102 136 90
311 131 505
78 164 403
164 404 163
196 25 197
230 105 308
3 44 56
710134 953901 1573150
159 85 156
449 163 560
305 304 222
158 48 53
510 312 192
189 312 560
159 200 223
344932 244270 345008
60 133 198
46 136 223
191 193 505
682564 682766 335023
995233 690310 675293
4 103 22
28 60 137
613615 2033452 2685862
583961 2186502 3954045
358 220 219
456 275 570
605849 155630 606162
231 62 83
273 457 393
80 17 44
195 158 154
49111 318213 171717
265 61 229
932691 1994599 1689386
105 354 59
697710 910841 856004
399908 105338 94998
83 84 100
156 395 570
674760 674784 627348
224 361 462
313 508 353
627422 791030 256082
643299 111021 492003
83 196 101
263 559 230
62 230 229
901786 624691 624821
136 198 223
501 154 301
162 230 82
268 84 102
19 87 155
192 229 309
391 461 390
29 28 228
82 197 198
304 278 299
508 403 267
201570 433030 625759
616 391 496
264 104 160
83477 650409 575654
107 228 308
734654 1488819 4302611
396 273 363
266 82 104
509 309 505
359 221 302
714897 844587 844527
489189 550342 314950
231 162 82
156492 206070 156539
224 360 361
193 29 58
197 224 396
58 48 55
63 61 268
27 59 202
301 497 460
197 357 277
196 101 154
61 57 197
46 101 225
305 275 220
197 271 199
194 134 57
608336 3070133 943827
429155 666218 741095
396 616 395
418958 579924 877805
60 102 135
136 137 303
196 136 221
226 100 139
735449 779581 591767
138 155 303
941297 838131 931770
429613 615003 133033
27 46 56
194 86 101
324167 695579 324383
25 87 51
232 266 106
510 265 623
190 507 161
104 45 48
231 506 267
448 266 401
47 157 136
52920 201297 456414
9 105 44
128 131 105
358 99 153
104 134 47
893277 649193 239988
157 99 201
229 132 83
165 162 562
134 153 221
266 62 133
104270 82131 104299
195 56 86
25 86 87
159 102 87
200 219 392
19 48 89
310 194 160
158 359 223
79 192 60
86 198 358
82 159 26
154 223 498
1 29 159
273 362 391
233 402 308
197 136 223
156 221 364
405780 40652 740897
670409 103891 206105
359 497 298
211978 453996 932383
457 361 392
101 358 99
352 310 131
10 104 103
196 138 201
357 222 362
225 98 154
581625 455538 683388
45 83 103
17 226 157
196 304 221
29 45 306
42 195 159
626 263 231
85 86 138
8 59 86
311 130 352
20 26 53
82 160 20
84 225 138
872009 687899 836795
960464 415084 218637
447 560 229
448 267 105
357 225 201
623529 771035 623456
63 130 307
102 154 303
509 128 354
82 104 26
45 103 138
351 230 105
338176 83222 657082
139 360 277
165 310 267
128248 163759 163721
161 268 400
987358 291817 205481
220 460 571
569 363 390
350 404 401
192 62 400
167242 167461 459804
136 156 139
304 303 570
232 231 59
835637 633772 14097
226 48 201
404 265 310
63 161 84
80 133 355
19 59 101
26601 29676 939257
935908 930873 935905
130 104 160
557 264 352
163 311 268
58 197 86
87 304 302
29 85 137
61 27 25
46 57 135
920837 201090 921254
164 265 131
58 54 138
550481 532588 550490
939094 567570 436228
64699 117109 232378
236785 266245 266269
19 96 140
86 272 138
193 354 59
21 25 54
410674 246044 65091
135 157 154
440432 667125 889811
19 195 198
195 46 99
456 224 571
59 58 101
163 309 195
954268 943332 794740
266 193 160
158703 74594 18640
160 134 58
499 202 276
165 313 622
508 560 230
739185 738331 686212
924619 725398 528090
8 159 136
224 304 392
157 396 395
735409 439776 618467
303 274 393
312 507 192
30 19 226
304 500 392
307 84 87
749337 548063 803661
102 155 200
190 402 452
274 391 612
62 131 134
130 560 310
129 402 104
134 356 136
368549 1087223 1880189
404 402 104
957521 8404 515060
63 82 227
421744 522634 522574
197 222 361
101 360 219
156 359 274
160 83 99
29 134 196
130 309 59
338484 604078 338643
57 157 199
228 159 102
160 197 55
457 363 460
311 267 83
83 59 138
29 84 158
25360 696439 334535
160 159 87
448 231 311
86 51 88
296221 250195 250159
264 448 130
130 229 84
360 277 613
127 192 506
62 9 29
396 199 299
137 361 497
305 223 300
558 351 353
499507 365390 162789
160 133 134
251135 241066 6233
156 500 278
62 228 308
129 266 352
19 270 154
43 83 58
136 222 275
305 394 460
105 268 160
999109 36499 998449
164 506 161
132 28 156
274 299 461
450 131 505
523849 835548 842462
285588 131798 131658
157 202 221
63 403 104
272 457 365
452147 1168440 638532
29 160 58
783769 791533 998359
350408 370995 371009
934819 722949 722854
550012 1577056 1787125
312 265 163
311002 313739 313741
412598 144832 180824
160 228 227
626 189 506
57 99 154
201580 318917 201485
46 196 157
972233 972088 654599
671482 446179 232369
107 161 228
305 221 275
340588 432276 494699
615 497 392
156 224 222
137 396 460
304 276 612
499 275 276
81 268 47
231 192 131
27 84 102
84 87 304
91669 208912 209038
27 56 89
133 136 97
552494 705110 765346
225 223 219
109 165 311
501 279 496
192 81 227
396 199 613
28 19 195
151335 261360 440793
85 135 204
274 363 392
397 222 298
228 196 139
501 136 392
138 154 303
555498 411284 968516
225 198 141
458 279 391
99 303 201
163 162 402
193 105 83
229 400 453
190 266 310
105 159 85
165 558 191
44 158 157
397 200 303
171574 515664 133855
449 231 104
228 49 199
4 157 138
301 459 461
59 135 55
129 161 229
107 81 228
225 137 98
499 220 495
951196 208656 269304
44 132 102
164 63 228
232 163 268
130 193 268
646635 89158 572001
659975 389012 389166
85 139 223
137 359 395
410195 410158 355385
499 460 461
356 87 138
174225 212101 548317
859600 420147 27598
160 45 136
681122 950341 126682
811859 886187 605674
26 57 101
28 83 56
652444 627784 483766
96118 108654 96134
449 403 266
30 133 307
697947 738672 597696
106 161 28
142436 240293 258976
810760 475965 481112
411620 399118 411611
57 273 202
80 401 160
18 159 50
105 47 306
312 508 450
362584 648294 1167103
128 449 132
396 395 392
174373 144858 395706
156 223 462
157 305 499
82 25 197
18 133 85
359 459 279
79 129 355
224 395 495
358 137 277
85 101 155
266 227 197
16 130 62
20 99 156
636514 670731 153170
261574 324988 503845
19 103 99
156 461 494
349 561 452
263 265 402
497 299 571
107 132 194
215770 142415 665694
272 303 392
17 103 159
499 302 392
509 164 310
59 88 140
61 44 84
447 190 622
225 302 364
290774 398383 398458
133 100 155
351 45 307
9 28 135
61 229 268
331302 657890 1342564
356 135 101
61 194 134
273 223 220
271 357 203
196 137 361
359 302 277
625 192 229
193329 243643 193373
192 267 57
158 88 273
914429 4908969 1988149
105 59 85
191 63 45
263 508 352
458075 458304 156466
273 458 302
82 228 157
244855 601755 973418
136 456 299
25 158 197
101 156 278
311 44 195
190 448 354
474732 260725 739710
160 19 83
129934 26343 39410
27 86 202
162 401 505
401 228 103
159 47 86
102 101 98
959826 490764 304078
3 105 83
206714 772447 611938
237560 649420 205543
156 274 275
32956 636793 813862
312 351 107
157 198 200
159 134 48
509 625 558
44 83 101
984599 644478 883697
41 307 270
1 105 104
753057 753393 208233
327479 386861 883587
80 268 160
164 194 307
193 161 133
775052 775064 749402
228 20 196
500 363 461
448 230 81
234 313 403
266 402 267
508 449 560
739345 447235 739189
29 309 27
156456 156375 88410
58 49 56
198 156 462
85 271 202
196 226 135
17 60 46
131 132 160
22 58 55
105 309 194
302 220 361
102 101 275
498 300 392
196 86 138
129 268 308
1876 345 605
358 500 571
350 266 310
311 103 84
390 571 494
234 352 161
43 161 226
103 225 96
268804 826410 322640
59 47 55
603483 883221 883354
16 132 270
426251 331401 755698
51256 51249 47969
159 26 86
159 158 90
8 133 135
103 57 138
17 26 196
225 198 277
935867 747329 935783
396 303 298
85 222 152
309 60 84
132 227 399
85 101 203
396 155 153
103 56 55
143632 359182 359362
165 350 192
396 303 496
558 163 130
48 98 96
265 309 401
129 80 268
626 450 506
404 106 133
155 199 220
102 135 101
309760 622603 100074
223 395 299
508 266 353
133 26 48
197 272 299
41 192 83
29 227 158
271 154 278
276 361 277
221 498 571
352 106 160
273 499 365
321961 484614 484509
155030 788472 215088
63037 378864 238011
638205 415500 415374
46 304 273
808741 837503 163515
56 273 154
32846 57771 118949
262923 1497293 936964
449 266 352
687653 943491 687769
403 229 504
17 44 227
84 198 201
9 44 47
130 105 104
307 158 197
813904 842588 808861
311 132 270
161 7 58
135 138 155
932768 932943 563792
82 354 60
158 137 300
101 155 202
729847 44609 553359
160 159 84
616 300 391
508 162 402
273 303 395
303 498 391
301 361 392
499 360 498
128 108 308
19 47 86
108 230 267
351 160 400
507 560 309
154 363 391
164 191 310
165 405 507
458 613 570
273 200 361
163 81 307
306897 320248 574621
750610 76004 348424
196 102 271
136 138 220
128 506 505
195 103 156
357 100 219
264 267 505
352 131 193
304 396 199
132 20 158
62473 586914 612279
360 277 298
56 87 153
662293 641689 43782
107 104 83
267 105 268
90320 567318 882246
156 200 460
79 267 354
155 498 276
537388 537895 12384
267 160 26
134 135 136
291799 4070 373604
130091 410540 334460
303 298 366
457 276 393
509 350 163
164 266 132
314 349 164
225 223 140
190 507 621
313 230 229
70631 70583 42815
45 85 197
85 197 221
79 45 83
127 352 268
59 86 199
229 60 308
99698 87730 99713
226 200 223
136 154 223
9 21 49
303 459 278
553879 225717 554098
610022 844183 134849
233 624 229
61 18 160
715440 715708 268014
107 82 83
134 226 89
274 220 392
29 7 83
19 133 198
264 351 402
697654 102583 272163
154 302 276
225 275 300
128 448 231
605316 1232454 1232183
159 86 155
24 87 156
129 160 308
83 59 58
47 56 98
310 29 28
224 199 394
63 107 193
231 266 308
273 301 300
18 19 103
135 397 137
128 265 267
443063 401665 783177
701320 56158 743375
129 402 131
132 60 21
856762 500532 276414
383271 860433 860685
309 505 354
584919 477603 840442
694637 2348112 2289011
135 155 199
461970 1015106 462237
137 359 153
43 195 48
19 50 198
235226 225432 235217
186749 410949 590121
500 616 568
157 498 461
516919 402739 728061
896487 896073 193308
131 133 87
58 50 89
218 392 460
160 20 48
107 193 195
224 222 393
272 278 392
8128 664783 696206
58 101 274
404 310 133
80 29 83
307 102 303
442873 70504 161191
331948 86165 136434
132 20 25
198 273 153
67023 73508 73518
351 311 162
163 61 45
225 272 224
265 107 506
266 450 562
403 131 268
910790 403675 626684
272 273 274
358 499 394
162 269 27
233 164 191
156 278 299
552488 552470 520187
198 301 571
5 103 159
536096 429254 72361
136 567 497
273 200 202
4 132 27
648369 290606 358073
263 311 353
132 59 46
80 45 58
135 100 273
357 396 273
864167 925960 671929
267 160 45
97 202 221
192 352 400
152 301 361
235138 235247 383581
317039 218642 317117
197 198 155
229 308 103
128 231 402
162 18 269
353 59 159
163 45 27
7 57 135
107 266 352
276 393 613
62 355 356
855680 1232350 1232199
595469 599682 246180
335401 335396 329669
421973 431225 27716
134 271 141
357 101 359
155 139 96
194 57 56
193 161 160
59 159 88
62 193 103
118889 8475 728668
130 161 28
358 500 362
196 86 198
85 49 88
17 268 47
18 101 51
396 360 568
485249 577726 44628
81 309 196
225 153 302
997110 814647 172896
264 106 194
803513 675326 441765
82 45 196
558 508 311
200 223 303
223 360 220
739335 668558 739300
306 197 305
61 161 228
130 132 354
588750 501979 335114
225 395 219
223845 184341 823079
164 508 507
164 312 265
352 61 309
651006 916961 430272
224 303 613
199 499 301
135 99 137
311 267 45
399850 279330 137209
498872 498905 442203
41 230 45
226 137 304
195 103 55
134 196 102
195 136 223
311 450 622
30 193 226
103042 14316 102877
23 87 156
83 26 271
45 54 98
449 193 104
687690 918189 162904
321438 891700 321746
104 133 158
108 162 195
360 458 390
287568 336535 635221
447 191 163
397 224 362
130 162 353
80 159 227
108 163 231
274 458 362
107 231 42
138 223 96
81732 993697 530875
134 271 139
7 159 100
614 462 611
28 135 56
273 360 496
581826 248678 589947
456 360 365
9 46 50
559 231 451
34530 34519 39347
162 60 45
397 304 300
889230 889366 1231202
225 458 203
164 106 355
198 137 278
227 200 153
225 224 301
86 198 97
199 275 364
84 139 222
305 501 364
351 452 104
885520 76543 292129
231 450 451
109 192 268
157 360 275
62 131 308
128 129 193
84 225 98
357 272 99
449 163 352
404 267 132
406 447 448
808958 727649 396120
29 21 50
161 86 101
195 57 86
20 102 135
225 224 391
189 405 452
265 160 46
852761 853031 1572986
161 21 135
447 312 505
60 308 103
576503 237866 948799
311 80 59
161 160 135
107 311 194
134 271 223
87134 87055 39719
8 58 100
140731 881505 735599
196 138 303
830899 1429807 1429575
102 48 136
156 396 395
60 58 48
27 85 49
199 302 366
27 157 53
